asana,label,label_int,filename,left_elbow,right_elbow,left_shoulder,right_shoulder,left_arm_raise,right_arm_raise,left_wrist_bend,right_wrist_bend,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_foot,right_foot,left_hip_abduction,right_hip_abduction,neck_tilt,spine_upper,spine_lower,left_trunk,right_trunk,left_lateral_bend,forward_bend,pelvic_tilt,left_arm_torso,right_arm_torso,left_shoulder_plane,right_shoulder_plane,left_hip_flexion,right_hip_flexion,hip_alignment,left_full_chain,right_full_chain
vrikshasana,good,2,1.mp4,115.473,134.104,33.982,48.793,33.982,48.793,147.322,159.122,76.683,135.848,56.327,91.822,125.184,130.01,59.491,62.896,86.723,100.965,126.879,104.334,70.832,76.683,135.848,179.923,126.879,161.638,112.247,105.536,33.982,48.793,76.683,135.848,179.866,134.475,170.477
vrikshasana,good,2,1.mp4,114.112,128.251,32.142,44.566,32.142,44.566,144.148,157.105,73.277,134.365,57.066,93.389,124.466,128.343,67.212,67.418,85.485,101.014,126.082,100.975,71.124,73.277,134.365,179.926,126.082,153.667,108.821,106.106,32.142,44.566,73.277,134.365,179.866,123.708,171.102
vrikshasana,good,2,1.mp4,101.279,122.43,34.084,49.416,34.084,49.416,158.584,164.659,57.283,130.481,25.355,85.482,141.867,134.967,33.137,57.336,85.177,94.581,127.548,81.88,41.175,57.283,130.481,179.926,127.548,158.914,109.753,105.339,34.084,49.416,57.283,130.481,179.863,118.82,165.196
vrikshasana,good,2,1.mp4,90.655,115.497,39.321,48.41,39.321,48.41,168.094,163.975,53.627,136.123,19.107,91.766,143.889,138.295,40.059,55.275,85.832,95.043,125.57,79.909,36.884,53.627,136.123,179.923,125.57,162.309,116.997,108.576,39.321,48.41,53.627,136.123,179.867,112.763,161.1
vrikshasana,good,2,1.mp4,98.893,119.925,31.094,47.0,31.094,47.0,164.077,147.857,56.465,159.894,15.589,125.156,139.013,137.508,57.589,60.499,83.007,101.911,119.194,89.098,41.239,56.465,159.894,179.926,119.194,168.112,112.721,111.317,31.094,47.0,56.465,159.894,179.856,106.517,155.45
vrikshasana,good,2,1.mp4,90.739,98.066,18.662,45.148,18.662,45.148,157.604,156.635,50.03,157.001,15.51,141.435,144.021,137.316,64.394,64.915,82.086,108.574,128.881,84.512,46.109,50.03,157.001,179.926,128.881,157.068,97.392,113.167,18.662,45.148,50.03,157.001,179.849,108.56,163.196
vrikshasana,good,2,1.mp4,87.752,91.612,16.788,44.345,16.788,44.345,160.182,158.322,47.23,149.811,16.956,142.21,149.894,138.303,73.942,64.476,83.672,108.844,132.145,80.582,47.137,47.23,149.811,179.923,132.145,139.33,93.965,113.972,16.788,44.345,47.23,149.811,179.844,82.003,162.199
vrikshasana,good,2,1.mp4,88.917,98.07,16.923,45.524,16.923,45.524,160.98,157.141,47.186,146.558,19.115,141.146,149.658,138.84,79.979,63.555,84.284,110.002,132.12,80.118,48.402,47.186,146.558,179.923,132.12,134.024,94.099,114.82,16.923,45.524,47.186,146.558,179.843,77.463,161.208
vrikshasana,good,2,1.mp4,109.303,121.818,18.654,48.563,18.654,48.563,148.311,146.122,50.514,148.676,16.154,141.977,152.651,138.505,71.455,64.322,84.216,109.242,128.567,83.861,46.1,50.514,148.676,179.926,128.567,141.323,95.452,114.466,18.654,48.563,50.514,148.676,179.842,89.41,161.849
vrikshasana,good,2,1.mp4,122.725,128.492,20.05,47.334,20.05,47.334,139.232,141.602,50.58,151.066,15.586,140.83,150.312,139.468,67.687,62.79,79.92,111.105,129.314,84.784,46.389,50.58,151.066,179.921,129.314,144.406,92.915,115.352,20.05,47.334,50.58,151.066,179.843,96.804,165.966
vrikshasana,good,2,1.mp4,112.228,135.723,19.928,48.465,19.928,48.465,148.764,139.909,50.306,150.569,16.231,134.507,150.906,140.832,72.591,59.241,81.266,111.728,129.459,84.676,46.205,50.306,150.569,179.923,129.459,146.376,93.06,115.278,19.928,48.465,50.306,150.569,179.849,95.462,168.132
vrikshasana,good,2,1.mp4,119.395,125.34,20.08,47.256,20.08,47.256,138.106,145.376,48.425,151.871,16.758,141.35,150.81,139.853,67.748,59.869,80.632,111.608,130.67,81.693,46.724,48.425,151.871,179.923,130.67,142.08,95.012,114.947,20.08,47.256,48.425,151.871,179.845,85.709,166.452
vrikshasana,good,2,1.mp4,118.322,130.772,21.29,49.732,21.29,49.732,142.216,142.585,51.432,152.309,16.119,143.217,155.281,139.702,76.99,60.356,80.612,113.901,129.846,86.032,48.069,51.432,152.309,179.921,129.846,144.335,96.157,115.937,21.29,49.732,51.432,152.309,179.847,90.87,165.266
vrikshasana,good,2,1.mp4,123.787,136.175,21.681,48.211,21.681,48.211,139.446,135.043,51.544,154.487,16.586,139.749,155.413,140.105,69.339,59.177,79.497,113.879,129.457,86.568,47.239,51.544,154.487,179.923,129.457,146.963,94.365,117.324,21.681,48.211,51.544,154.487,179.849,94.263,169.008
vrikshasana,good,2,1.mp4,123.893,134.545,22.848,47.766,22.848,47.766,141.055,138.749,51.964,154.86,15.887,138.281,159.143,139.995,60.494,59.003,79.428,112.865,129.648,86.434,45.521,51.964,154.86,179.926,129.648,147.714,94.601,116.376,22.848,47.766,51.964,154.86,179.849,94.99,170.391
vrikshasana,good,2,1.mp4,117.24,137.016,28.251,47.566,28.251,47.566,147.06,140.39,53.873,152.618,14.665,130.386,157.393,139.7,55.361,57.247,79.067,112.887,130.853,88.227,44.096,53.873,152.618,179.926,130.853,154.088,100.178,114.107,28.251,47.566,53.873,152.618,179.855,111.232,171.692
vrikshasana,good,2,1.mp4,111.932,133.355,45.075,47.478,45.075,47.478,149.979,146.921,61.079,156.543,16.386,126.189,155.012,140.997,60.037,54.444,79.755,111.558,124.993,94.719,44.533,61.079,156.543,179.929,124.993,159.31,122.006,112.318,45.075,47.478,61.079,156.543,179.851,107.208,169.346
vrikshasana,good,2,1.mp4,103.649,129.36,43.045,47.265,43.045,47.265,172.774,148.861,66.847,157.86,15.593,123.012,153.484,141.587,57.156,54.537,79.74,106.531,121.202,97.355,42.245,66.847,157.86,179.923,121.202,165.598,125.335,112.735,43.045,47.265,66.847,157.86,179.86,113.143,166.354
vrikshasana,good,2,1.mp4,102.197,124.116,39.122,47.417,39.122,47.417,168.905,155.235,62.822,157.141,14.452,121.585,154.675,140.344,53.556,55.432,79.915,106.806,124.806,94.63,41.85,62.822,157.141,179.926,124.806,168.785,118.034,111.908,39.122,47.417,62.822,157.141,179.86,122.332,166.377
vrikshasana,good,2,1.mp4,103.285,128.866,36.885,51.118,36.885,51.118,161.943,160.189,59.927,153.157,14.232,118.385,153.172,141.563,54.544,52.108,79.829,106.84,127.836,90.644,40.833,59.927,153.157,179.926,127.836,166.886,114.079,112.366,36.885,51.118,59.927,153.157,179.862,119.95,168.979
vrikshasana,good,2,1.mp4,100.723,121.518,35.566,53.056,35.566,53.056,161.569,159.324,59.492,136.492,14.096,105.628,153.314,140.174,52.288,53.62,82.823,105.525,129.449,85.493,38.469,59.492,136.492,179.926,129.449,159.601,115.426,112.627,35.566,53.056,59.492,136.492,179.86,118.11,175.312
vrikshasana,good,2,1.mp4,87.621,106.626,39.103,48.332,39.103,48.332,169.579,147.649,37.319,111.348,12.082,92.583,149.441,147.879,49.634,39.285,81.864,101.847,151.85,57.631,32.191,37.319,111.348,179.921,151.85,154.968,114.343,126.746,39.103,48.332,37.319,111.348,179.864,93.392,174.116
vrikshasana,good,2,1.mp4,123.916,164.568,88.668,140.071,88.668,140.071,169.061,175.229,39.342,108.826,10.517,93.859,154.473,142.91,41.455,46.259,85.171,92.227,150.307,57.985,31.669,39.342,108.826,179.918,150.307,159.778,156.693,135.772,88.668,140.071,39.342,108.826,179.878,137.782,168.645
vrikshasana,good,2,1.mp4,130.453,165.475,117.235,157.336,117.235,157.336,170.009,176.227,34.83,86.324,12.919,85.517,154.041,150.217,42.217,40.842,96.929,83.452,162.349,51.344,35.75,34.83,86.324,179.921,162.349,154.173,134.33,139.013,117.235,157.336,34.83,86.324,179.885,166.454,149.203
vrikshasana,good,2,1.mp4,128.432,162.385,145.541,164.983,145.541,164.983,164.589,162.725,33.891,78.292,12.224,77.328,154.125,154.546,43.521,34.614,103.042,79.272,161.917,48.156,33.411,33.891,78.292,179.916,161.917,141.036,111.319,124.23,145.541,164.983,33.891,78.292,179.886,135.011,144.509
vrikshasana,good,2,1.mp4,147.5,143.415,166.365,168.711,166.365,168.711,159.974,160.715,41.141,94.262,13.378,84.818,154.267,159.787,47.733,35.178,100.02,82.934,152.765,58.701,36.418,41.141,94.262,179.909,152.765,151.447,88.148,105.724,166.365,168.711,41.141,94.262,179.883,149.002,154.641
vrikshasana,good,2,1.mp4,150.508,142.594,162.36,170.808,162.36,170.808,154.307,150.769,43.297,95.141,12.486,78.432,158.286,161.64,44.132,32.16,101.556,79.891,152.071,59.503,33.957,43.297,95.141,179.912,152.071,171.242,74.49,109.679,162.36,170.808,43.297,95.141,179.89,171.565,170.459
vrikshasana,good,2,1.mp4,148.328,142.289,143.386,173.876,143.386,173.876,143.589,140.502,43.398,121.595,14.416,100.98,159.735,164.629,44.112,27.985,86.612,83.678,153.831,64.488,39.359,43.398,121.595,179.914,153.831,172.577,78.426,104.701,143.386,173.876,43.398,121.595,179.888,168.359,173.405
vrikshasana,good,2,1.mp4,146.185,141.988,148.757,176.848,148.757,176.848,139.248,145.267,39.785,137.334,14.599,122.745,161.118,164.359,46.189,27.664,75.635,83.848,160.087,64.095,43.916,39.785,137.334,179.907,160.087,175.898,78.937,106.1,148.757,176.848,39.785,137.334,179.89,171.286,176.753
vrikshasana,good,2,1.mp4,152.333,139.503,148.857,177.652,148.857,177.652,141.834,145.745,42.155,146.067,16.307,130.918,162.993,163.723,50.285,26.889,73.071,86.717,159.547,69.492,48.379,42.155,146.067,179.901,159.547,173.627,78.999,105.298,148.857,177.652,42.155,146.067,179.89,168.578,175.523
vrikshasana,good,2,1.mp4,150.131,141.935,156.968,177.195,156.968,177.195,141.436,149.535,40.942,147.165,14.469,132.574,163.964,162.302,47.976,23.493,75.774,85.243,159.513,67.484,45.882,40.942,147.165,179.907,159.513,173.549,74.626,106.709,156.968,177.195,40.942,147.165,179.892,168.087,175.616
vrikshasana,good,2,1.mp4,123.15,136.058,159.097,159.644,159.097,159.644,172.45,163.341,48.074,116.122,17.755,86.34,156.968,160.598,35.407,24.642,106.562,71.537,144.605,63.8,31.529,48.074,116.122,179.909,144.605,167.052,98.093,122.519,159.097,159.644,48.074,116.122,179.893,162.464,161.707
vrikshasana,good,2,1.mp4,130.482,139.655,124.088,119.671,124.088,119.671,162.23,159.746,148.801,147.314,159.32,164.996,139.556,148.799,47.024,34.526,71.975,128.052,130.272,153.904,163.8,148.801,147.314,179.926,130.272,145.089,124.138,133.94,124.088,119.671,148.801,147.314,179.901,146.93,138.817
vrikshasana,good,2,1.mp4,106.422,127.151,60.88,68.301,60.88,68.301,157.899,165.138,145.511,147.851,172.098,166.552,148.822,153.173,33.665,26.432,87.303,103.998,135.211,149.679,169.773,145.511,147.851,179.926,135.211,143.314,150.323,128.553,60.88,68.301,145.511,147.851,179.89,141.233,141.577
vrikshasana,good,2,2.mp4,104.129,132.346,29.323,58.499,29.323,58.499,139.124,147.051,121.694,118.306,131.074,117.538,168.613,153.792,86.398,35.152,92.045,69.322,169.546,119.493,125.02,121.694,118.306,179.921,169.546,151.667,78.677,106.25,29.323,58.499,121.694,118.306,179.856,147.585,156.245
vrikshasana,good,2,2.mp4,90.966,125.251,16.116,51.108,16.116,51.108,152.707,154.761,170.148,157.01,156.935,140.028,145.609,153.269,77.815,45.219,96.918,66.359,154.865,163.927,149.428,170.148,157.01,179.916,154.865,175.359,84.407,106.192,16.116,51.108,170.148,157.01,179.852,175.686,169.707
vrikshasana,good,2,2.mp4,88.97,118.104,18.857,45.433,18.857,45.433,157.225,161.391,162.853,154.497,139.889,130.653,158.708,150.991,55.683,42.54,95.965,72.118,148.939,158.946,135.38,162.853,154.497,179.916,148.939,169.533,88.559,104.889,18.857,45.433,162.853,154.497,179.848,169.467,166.032
vrikshasana,good,2,2.mp4,103.328,111.456,18.545,41.289,18.545,41.289,136.769,154.329,143.602,137.742,138.825,138.585,154.234,109.318,65.943,88.442,101.882,75.874,156.183,141.218,138.723,143.602,137.742,179.916,156.183,167.488,90.706,106.208,18.545,41.289,143.602,137.742,179.849,169.829,162.869
vrikshasana,good,2,2.mp4,82.254,84.135,13.333,32.823,13.333,32.823,140.543,163.781,91.568,45.851,82.638,40.703,173.487,141.384,39.598,39.751,72.383,94.606,158.116,60.815,53.679,91.568,45.851,179.914,158.116,144.308,78.105,113.957,13.333,32.823,91.568,45.851,179.87,162.791,117.808
vrikshasana,good,2,2.mp4,97.663,96.445,14.277,44.377,14.277,44.377,130.744,165.651,109.696,38.262,104.437,32.511,164.815,135.678,53.291,38.764,87.682,84.818,160.944,58.76,52.571,109.696,38.262,179.914,160.944,137.664,84.846,103.452,14.277,44.377,109.696,38.262,179.856,162.619,95.572
vrikshasana,good,2,2.mp4,113.374,95.413,18.765,44.878,18.765,44.878,109.672,163.104,116.881,31.992,110.151,20.779,154.516,146.631,46.744,42.501,95.389,82.873,160.715,53.568,43.772,116.881,31.992,179.912,160.715,145.83,98.707,93.498,18.765,44.878,116.881,31.992,179.849,167.805,96.284
vrikshasana,good,2,2.mp4,131.697,94.945,28.289,47.505,28.289,47.505,98.54,163.358,94.748,27.225,102.791,19.124,146.214,153.516,69.936,54.234,97.922,87.185,162.595,47.028,44.045,94.748,27.225,179.914,162.595,116.797,100.718,95.753,28.289,47.505,94.748,27.225,179.845,142.691,64.882
vrikshasana,good,2,2.mp4,128.107,97.006,32.02,45.477,32.02,45.477,107.674,161.315,96.062,35.29,103.9,13.312,152.25,158.742,65.14,57.538,104.65,90.95,159.63,53.668,41.283,96.062,35.29,179.914,159.63,124.876,102.501,92.127,32.02,45.477,96.062,35.29,179.84,142.51,70.976
vrikshasana,good,2,2.mp4,104.56,85.997,23.637,36.098,23.637,36.098,120.5,165.98,105.338,44.05,109.717,15.086,148.456,163.045,64.244,58.849,114.071,84.033,158.209,65.732,46.431,105.338,44.05,179.914,158.209,153.599,98.45,92.709,23.637,36.098,105.338,44.05,179.843,147.604,170.267
vrikshasana,good,2,2.mp4,99.765,79.141,24.03,28.982,24.03,28.982,123.737,164.252,115.143,59.421,110.99,28.691,161.388,172.095,44.872,42.341,128.339,83.417,158.678,81.079,57.688,115.143,59.421,179.914,158.678,173.229,100.679,91.429,24.03,28.982,115.143,59.421,179.844,162.665,170.136
vrikshasana,good,2,2.mp4,87.767,72.41,30.404,22.611,30.404,22.611,140.38,165.841,112.81,68.743,109.502,40.722,156.446,176.629,52.969,16.836,132.239,83.146,157.708,87.212,63.241,112.81,68.743,179.918,157.708,176.133,105.995,90.243,30.404,22.611,112.81,68.743,179.855,161.774,163.102
vrikshasana,good,2,2.mp4,81.115,74.472,32.95,24.434,32.95,24.434,148.811,166.229,122.662,69.455,115.047,38.521,156.569,176.065,48.825,23.735,136.239,79.805,157.385,91.105,65.669,122.662,69.455,179.918,157.385,176.377,113.407,87.208,32.95,24.434,122.662,69.455,179.852,168.871,162.995
vrikshasana,good,2,2.mp4,80.181,73.184,34.204,22.139,34.204,22.139,151.258,165.575,129.049,72.497,121.163,42.587,154.064,176.865,51.624,20.896,133.451,78.635,156.777,95.824,69.466,129.049,72.497,179.909,156.777,173.662,109.733,93.902,34.204,22.139,129.049,72.497,179.852,170.347,159.403
vrikshasana,good,2,2.mp4,74.322,69.1,31.376,22.531,31.376,22.531,156.611,168.162,145.423,71.969,139.934,40.226,154.302,176.687,55.041,25.07,129.576,74.222,159.065,101.339,73.175,145.423,71.969,179.916,159.065,174.63,107.511,96.094,31.376,22.531,145.423,71.969,179.848,171.429,160.15
vrikshasana,good,2,2.mp4,71.494,74.515,33.483,27.592,33.483,27.592,160.778,167.332,150.478,75.793,141.967,39.397,152.285,178.686,51.532,20.975,136.207,77.806,159.302,106.986,75.312,150.478,75.793,179.914,159.302,172.658,113.652,94.719,33.483,27.592,150.478,75.793,179.845,171.734,159.613
vrikshasana,good,2,20260218_153842.mp4,119.682,125.916,22.599,35.737,22.599,35.737,152.16,165.331,141.399,107.504,125.185,74.039,158.835,145.065,76.493,56.536,99.827,84.776,136.837,122.507,95.92,141.399,107.504,179.901,136.837,170.543,91.435,110.033,22.599,35.737,141.399,107.504,179.828,170.265,164.346
vrikshasana,good,2,20260218_153842.mp4,93.64,89.385,19.258,18.786,19.258,18.786,143.303,163.788,106.556,67.825,114.829,48.703,140.359,147.158,92.759,54.857,103.594,93.387,150.517,82.768,72.883,106.556,67.825,179.897,150.517,135.745,82.241,111.487,19.258,18.786,106.556,67.825,179.823,140.593,128.51
vrikshasana,good,2,20260218_153842.mp4,90.304,93.801,22.462,19.28,22.462,19.28,159.423,156.473,119.164,56.17,118.39,26.969,152.232,148.511,70.611,38.234,107.237,93.344,151.226,76.232,54.918,119.164,56.17,179.899,151.226,146.623,83.693,112.112,22.462,19.28,119.164,56.17,179.821,153.964,125.108
vrikshasana,good,2,20260218_153842.mp4,92.372,83.9,24.731,12.644,24.731,12.644,156.777,153.876,114.036,51.349,116.877,18.714,157.828,148.338,63.848,48.941,109.946,91.451,156.735,71.252,49.094,114.036,51.349,179.897,156.735,147.023,82.041,112.162,24.731,12.644,114.036,51.349,179.82,150.698,130.843
vrikshasana,good,2,20260218_153842.mp4,99.261,88.964,30.154,15.682,30.154,15.682,159.358,158.751,106.874,58.521,104.016,16.932,146.564,154.245,71.164,56.054,106.317,94.379,151.759,75.625,45.601,106.874,58.521,179.901,151.759,149.596,82.443,114.906,30.154,15.682,106.874,58.521,179.82,151.126,139.101
vrikshasana,good,2,20260218_153842.mp4,95.698,79.842,28.224,15.061,28.224,15.061,158.07,162.201,109.796,58.748,107.947,16.71,151.786,159.236,63.279,50.417,105.553,93.002,152.908,77.641,47.695,109.796,58.748,179.903,152.908,156.351,82.277,113.397,28.224,15.061,109.796,58.748,179.821,152.938,159.056
vrikshasana,good,2,20260218_153842.mp4,99.897,99.5,31.518,37.773,31.518,37.773,155.522,160.316,111.017,51.681,110.295,17.045,149.525,163.705,59.689,52.6,109.206,92.038,158.494,72.839,48.718,111.017,51.681,179.901,158.494,144.316,89.155,104.588,31.518,37.773,111.017,51.681,179.82,155.096,108.089
vrikshasana,good,2,20260218_153842.mp4,95.936,113.909,28.082,53.61,28.082,53.61,152.382,163.511,111.043,48.86,111.58,14.95,149.173,169.774,59.334,55.214,124.785,87.91,163.36,70.989,49.614,111.043,48.86,179.901,163.36,145.919,98.394,88.202,28.082,53.61,111.043,48.86,179.807,154.982,120.373
vrikshasana,good,2,20260218_153842.mp4,95.728,113.423,34.762,58.543,34.762,58.543,154.444,164.57,106.136,43.82,111.525,15.842,148.455,163.107,64.577,59.018,124.143,86.292,165.301,64.682,47.165,106.136,43.82,179.897,165.301,136.778,97.426,86.665,34.762,58.543,106.136,43.82,179.806,149.333,99.79
vrikshasana,good,2,20260218_153842.mp4,95.805,110.136,33.934,55.593,33.934,55.593,152.123,161.078,102.305,40.688,109.501,14.195,149.273,158.054,62.111,54.47,125.098,86.303,166.487,60.295,45.542,102.305,40.688,179.899,166.487,139.069,95.735,85.509,33.934,55.593,102.305,40.688,179.804,147.778,114.665
vrikshasana,good,2,20260218_153842.mp4,99.818,105.726,32.924,49.352,32.924,49.352,153.074,163.455,103.439,42.64,108.854,11.611,148.651,163.523,62.928,44.572,126.429,86.055,163.161,61.744,42.464,103.439,42.64,179.895,163.161,140.196,89.324,96.253,32.924,49.352,103.439,42.64,179.807,149.115,108.14
vrikshasana,good,2,20260218_153842.mp4,100.288,102.804,32.274,46.822,32.274,46.822,154.483,165.432,105.372,48.024,108.586,10.64,146.348,162.842,65.594,55.286,130.824,82.493,161.829,66.894,42.894,105.372,48.024,179.897,161.829,141.737,84.276,103.184,32.274,46.822,105.372,48.024,179.808,149.855,106.165
vrikshasana,good,2,20260218_153842.mp4,97.923,112.928,29.36,53.608,29.36,53.608,153.083,161.655,105.758,52.157,110.682,10.774,139.069,162.366,73.382,53.003,141.234,83.075,162.585,70.488,43.872,105.758,52.157,179.897,162.585,141.18,87.406,102.756,29.36,53.608,105.758,52.157,179.805,147.282,114.827
vrikshasana,good,2,20260218_153842.mp4,92.689,97.276,23.499,35.436,23.499,35.436,153.642,156.742,114.784,54.331,117.269,10.86,144.044,164.263,67.709,51.067,140.762,87.04,159.822,75.448,45.101,114.784,54.331,179.899,159.822,148.873,93.425,94.618,23.499,35.436,114.784,54.331,179.803,151.02,141.732
vrikshasana,good,2,20260218_153842.mp4,92.289,102.554,23.277,37.69,23.277,37.69,154.854,158.328,120.186,59.408,117.191,12.621,147.623,167.635,60.45,51.818,140.492,87.984,157.52,82.123,47.99,120.186,59.408,179.897,157.52,159.48,94.914,93.607,23.277,37.69,120.186,59.408,179.809,156.706,166.034
vrikshasana,good,2,20260218_153842.mp4,93.696,106.554,22.727,39.95,22.727,39.95,153.183,157.966,118.146,62.552,115.246,14.127,147.305,167.931,58.666,48.005,141.183,87.005,157.498,85.056,49.73,118.146,62.552,179.903,157.498,161.212,92.248,94.01,22.727,39.95,118.146,62.552,179.807,155.758,168.094
vrikshasana,good,2,20260218_153842.mp4,95.919,105.737,24.261,39.723,24.261,39.723,152.216,157.657,117.686,63.216,114.753,15.867,145.897,168.64,57.714,52.133,139.934,86.881,157.298,85.345,51.192,117.686,63.216,179.903,157.298,163.248,92.948,92.831,24.261,39.723,117.686,63.216,179.812,156.797,168.768
vrikshasana,good,2,20260218_153842.mp4,96.753,103.85,25.772,38.907,25.772,38.907,151.485,159.336,118.957,61.284,115.68,13.429,145.325,169.106,56.442,50.484,132.919,87.018,157.967,83.744,49.87,118.957,61.284,179.901,157.967,161.336,92.018,92.298,25.772,38.907,118.957,61.284,179.811,158.044,164.487
vrikshasana,good,2,20260218_153842.mp4,96.674,104.896,26.805,38.342,26.805,38.342,152.578,160.615,120.707,60.849,116.478,12.001,143.533,167.997,58.591,52.495,131.101,86.167,157.019,83.694,48.825,120.707,60.849,179.899,157.019,160.862,92.365,92.144,26.805,38.342,120.707,60.849,179.812,159.407,158.94
vrikshasana,good,2,20260218_153842.mp4,96.414,107.123,29.558,40.568,29.558,40.568,154.425,159.572,120.787,59.359,116.582,11.957,145.327,169.48,57.264,49.469,129.821,85.527,159.149,82.496,48.854,120.787,59.359,179.899,159.149,160.942,93.831,92.727,29.558,40.568,120.787,59.359,179.814,160.042,158.332
vrikshasana,good,2,20260218_153842.mp4,95.621,101.311,24.329,35.106,24.329,35.106,152.047,161.327,123.488,60.463,116.795,11.477,151.941,167.691,56.0,50.122,129.171,83.816,156.101,84.069,48.611,123.488,60.463,179.897,156.101,161.296,93.274,99.612,24.329,35.106,123.488,60.463,179.82,163.255,146.536
vrikshasana,good,2,20260218_153842.mp4,94.467,94.081,21.205,27.726,21.205,27.726,153.844,161.988,127.273,62.717,120.817,13.251,151.37,167.671,58.522,47.058,126.551,82.297,153.596,86.058,49.612,127.273,62.717,179.897,153.596,171.022,92.17,103.648,21.205,27.726,127.273,62.717,179.828,165.012,162.04
