asana,label,label_int,filename,left_elbow,right_elbow,left_shoulder,right_shoulder,left_arm_raise,right_arm_raise,left_wrist_bend,right_wrist_bend,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,left_foot,right_foot,left_hip_abduction,right_hip_abduction,neck_tilt,spine_upper,spine_lower,left_trunk,right_trunk,left_lateral_bend,forward_bend,pelvic_tilt,left_arm_torso,right_arm_torso,left_shoulder_plane,right_shoulder_plane,left_hip_flexion,right_hip_flexion,hip_alignment,left_full_chain,right_full_chain
tadasana,good,2,2.mp4,176.534,176.349,142.355,140.754,142.355,140.754,170.09,168.877,168.276,131.823,141.607,110.34,134.3,139.58,51.559,56.349,90.11,111.532,154.492,153.521,128.135,168.276,131.823,179.907,154.492,167.25,73.123,109.619,142.355,140.754,168.276,131.823,179.881,161.962,174.371
tadasana,good,2,2.mp4,175.52,174.736,133.086,131.901,133.086,131.901,169.668,166.922,157.297,137.868,121.958,106.82,139.483,140.235,49.143,56.985,92.664,101.809,143.412,148.784,114.607,157.297,137.868,179.907,143.412,162.281,71.053,112.082,133.086,131.901,157.297,137.868,179.881,157.845,167.198
tadasana,good,2,2.mp4,169.22,169.672,125.391,124.939,125.391,124.939,157.052,159.347,169.581,148.187,124.274,105.507,142.134,118.218,47.029,78.754,93.951,101.856,128.123,161.829,115.476,169.581,148.187,179.907,128.123,150.191,70.743,115.882,125.391,124.939,169.581,148.187,179.885,145.928,154.529
tadasana,good,2,2.mp4,148.778,155.723,112.484,103.289,112.484,103.289,146.791,153.577,156.152,165.526,121.205,104.006,145.333,142.39,45.664,54.494,95.013,97.703,93.498,164.287,113.021,156.152,165.526,179.909,93.498,115.878,89.506,104.921,112.484,103.289,156.152,165.526,179.875,115.734,116.34
tadasana,good,2,2.mp4,161.725,150.597,153.679,100.526,153.679,100.526,152.272,151.167,171.411,167.59,142.882,107.611,154.021,156.497,37.998,35.43,92.376,107.548,112.847,172.674,127.67,171.411,167.59,179.918,112.847,135.238,119.836,66.211,153.679,100.526,171.411,167.59,179.883,149.189,119.525
tadasana,good,2,2.mp4,160.639,153.541,148.33,142.436,148.33,142.436,153.326,145.892,168.98,157.107,147.435,118.604,154.85,159.229,39.023,33.222,88.965,110.422,130.532,175.922,135.79,168.98,157.107,179.909,130.532,152.721,78.364,110.981,148.33,142.436,168.98,157.107,179.88,151.345,153.606
tadasana,good,2,2.mp4,161.436,158.509,167.09,167.484,167.09,167.484,155.736,146.022,169.861,155.094,144.428,135.333,156.101,160.451,35.625,33.185,78.22,115.365,147.28,165.67,140.843,169.861,155.094,179.931,147.28,166.516,60.718,131.13,167.09,167.484,169.861,155.094,179.893,161.891,168.974
tadasana,good,2,2.mp4,158.066,161.637,169.27,162.003,169.27,162.003,154.915,143.821,170.1,170.321,144.662,146.161,156.631,157.47,34.415,34.157,74.274,113.585,138.937,178.258,145.886,170.1,170.321,179.916,138.937,154.471,74.946,117.102,169.27,162.003,170.1,170.321,179.89,153.959,153.841
tadasana,good,2,2.mp4,158.654,160.627,151.249,141.224,151.249,141.224,153.831,143.428,164.164,161.944,136.926,144.145,156.57,157.22,36.0,37.259,76.246,109.604,122.023,166.822,140.989,164.164,161.944,179.921,122.023,139.341,74.373,116.495,151.249,141.224,164.164,161.944,179.893,137.71,140.012
tadasana,good,2,2.mp4,163.117,157.436,151.314,145.115,151.314,145.115,155.28,146.295,167.148,166.573,138.272,147.165,158.94,162.138,33.887,34.722,74.162,111.968,129.758,173.217,143.294,167.148,166.573,179.916,129.758,147.517,70.883,116.509,151.314,145.115,167.148,166.573,179.892,146.284,147.492
tadasana,good,2,2.mp4,162.115,157.339,147.749,141.478,147.749,141.478,152.266,144.339,165.151,167.379,131.295,139.134,158.923,165.639,34.364,33.324,78.418,109.977,124.054,173.788,135.67,165.151,167.379,179.921,124.054,142.123,70.837,117.032,147.749,141.478,165.151,167.379,179.892,139.226,143.793
tadasana,good,2,2.mp4,161.407,157.511,153.654,144.082,153.654,144.082,152.44,144.696,165.546,168.699,131.053,139.099,158.236,164.895,35.967,35.021,78.916,110.897,127.743,178.198,135.682,165.546,168.699,179.926,127.743,147.139,70.887,118.015,153.654,144.082,165.546,168.699,179.893,143.938,148.996
tadasana,good,2,2.mp4,159.945,155.06,157.691,145.918,157.691,145.918,153.227,142.883,165.538,168.582,135.326,138.786,160.284,165.252,33.388,31.242,76.211,115.431,129.396,177.067,137.754,165.538,168.582,179.923,129.396,146.606,69.101,121.729,157.691,145.918,165.538,168.582,179.901,143.103,148.992
tadasana,good,2,2.mp4,162.276,154.026,155.194,149.547,155.194,149.547,151.054,141.445,164.624,169.448,135.689,142.222,158.968,164.309,34.37,32.044,73.921,115.854,130.833,175.857,139.814,164.624,169.448,179.923,130.833,147.709,68.424,119.447,155.194,149.547,164.624,169.448,179.901,145.31,148.991
tadasana,good,2,2.mp4,162.436,154.845,147.237,144.278,147.237,144.278,149.939,142.617,163.415,167.701,136.513,141.313,157.081,163.696,36.972,31.891,73.735,114.902,125.708,171.56,139.662,163.415,167.701,179.929,125.708,143.261,67.373,120.697,147.237,144.278,163.415,167.701,179.895,140.674,144.79
tadasana,good,2,2.mp4,161.811,145.878,168.285,164.685,168.285,164.685,150.969,132.862,166.525,166.217,142.864,141.689,154.468,162.09,38.188,31.171,72.924,118.135,143.456,171.479,143.017,166.525,166.217,179.929,143.456,162.261,65.091,124.25,168.285,164.685,166.525,166.217,179.897,158.67,164.451
tadasana,good,2,2.mp4,161.135,148.918,167.814,158.553,167.814,158.553,151.449,136.481,167.183,168.406,143.027,141.208,152.606,160.399,38.324,31.225,73.377,117.713,141.546,173.693,142.862,167.183,168.406,179.923,141.546,159.896,69.352,120.586,167.814,158.553,167.183,168.406,179.901,157.556,161.081
tadasana,good,2,2.mp4,161.463,150.754,162.748,161.34,162.748,161.34,149.661,134.472,167.297,168.714,142.439,140.094,152.178,159.852,38.014,31.695,73.849,117.276,139.91,175.585,142.0,167.297,168.714,179.931,139.91,157.118,65.39,122.851,162.748,161.34,167.297,168.714,179.899,152.978,160.01
tadasana,good,2,2.mp4,161.389,155.194,163.835,160.737,163.835,160.737,147.222,137.721,167.506,167.654,141.831,140.786,152.575,159.961,37.952,33.172,74.278,116.607,142.301,173.598,142.018,167.506,167.654,179.926,142.301,159.594,66.718,119.93,163.835,160.737,167.506,167.654,179.897,156.417,161.632
tadasana,good,2,2.mp4,159.954,157.573,161.975,159.09,161.975,159.09,144.599,139.587,165.41,166.672,137.128,140.399,153.146,159.51,37.814,34.743,76.475,113.137,142.413,170.775,139.369,165.41,166.672,179.926,142.413,160.558,68.776,116.529,161.975,159.09,165.41,166.672,179.899,157.83,162.146
tadasana,good,2,2.mp4,162.749,156.034,160.666,158.525,160.666,158.525,146.607,137.851,165.997,166.338,137.164,140.276,152.306,159.473,38.924,35.192,77.241,112.641,142.272,171.261,139.341,165.997,166.338,179.918,142.272,160.259,67.989,116.85,160.666,158.525,165.997,166.338,179.893,157.303,161.987
tadasana,good,2,2.mp4,163.421,155.117,154.779,151.464,154.779,151.464,146.581,138.544,167.773,162.492,136.519,130.981,151.525,160.283,39.887,34.941,82.412,112.208,136.298,171.896,134.558,167.773,162.492,179.918,136.298,155.982,68.154,117.49,154.779,151.464,167.773,162.492,179.895,151.996,158.978
tadasana,good,2,2.mp4,162.805,157.526,159.564,154.192,159.564,154.192,147.119,140.201,166.472,160.937,135.458,130.381,151.519,160.338,39.619,34.66,82.69,111.576,137.894,168.683,133.668,166.472,160.937,179.921,137.894,158.284,71.322,114.569,159.564,154.192,166.472,160.937,179.895,155.321,160.277
tadasana,good,2,2.mp4,164.037,159.258,171.094,167.215,171.094,167.215,150.718,141.986,164.223,157.624,139.176,137.933,154.458,161.58,35.902,32.408,77.885,113.497,148.662,163.515,139.152,164.223,157.624,179.926,148.662,167.406,64.724,121.98,171.094,167.215,164.223,157.624,179.899,163.296,170.117
tadasana,good,2,2.mp4,163.701,159.637,167.454,163.414,167.454,163.414,151.277,142.806,166.049,160.255,138.987,137.776,153.365,162.035,36.171,31.726,78.218,113.171,145.733,166.224,139.011,166.049,160.255,179.921,145.733,164.585,66.51,120.616,167.454,163.414,166.049,160.255,179.897,161.218,166.851
tadasana,good,2,2.mp4,162.969,160.384,153.255,146.628,153.255,146.628,150.26,143.082,169.431,167.608,136.29,134.523,147.695,159.849,43.113,34.761,81.764,109.47,132.811,175.259,136.076,169.431,167.608,179.916,132.811,154.01,76.438,110.206,153.255,146.628,169.431,167.608,179.897,153.743,153.452
tadasana,good,2,2.mp4,162.111,161.778,144.432,136.232,144.432,136.232,154.254,147.391,169.768,167.321,131.243,126.248,150.608,157.061,40.246,34.986,86.217,107.118,123.294,178.615,129.421,169.768,167.321,179.914,123.294,144.357,82.349,105.864,144.432,136.232,169.768,167.321,179.892,144.806,143.306
tadasana,good,2,2.mp4,157.165,160.489,151.989,142.731,151.989,142.731,154.938,145.065,170.193,167.991,134.736,129.027,153.912,155.308,38.523,36.218,84.719,107.232,124.838,179.089,132.578,170.193,167.991,179.914,124.838,145.811,85.718,105.513,151.989,142.731,170.193,167.991,179.888,146.631,144.372
tadasana,good,2,2.mp4,150.539,146.534,134.592,128.258,134.592,128.258,153.835,149.546,157.223,167.472,136.657,121.018,148.858,153.35,42.128,39.144,87.744,108.053,114.24,172.496,129.942,157.223,167.472,179.923,114.24,135.657,75.554,118.524,134.592,128.258,157.223,167.472,179.895,128.982,142.493
tadasana,good,2,2.mp4,175.008,175.114,145.003,140.753,145.003,140.753,169.305,164.977,159.007,150.581,134.778,125.477,151.242,150.026,37.228,39.676,82.528,109.437,151.066,156.639,130.681,159.007,150.581,179.916,151.066,164.8,82.159,100.603,145.003,140.753,159.007,150.581,179.895,163.411,165.952
tadasana,good,2,2.mp4,174.799,174.334,144.96,137.964,144.96,137.964,171.748,168.988,162.581,146.639,141.622,122.646,148.841,139.879,39.816,52.712,85.472,107.275,154.702,156.889,133.495,162.581,146.639,179.912,154.702,167.379,95.426,87.785,144.96,137.964,162.581,146.639,179.883,166.59,167.997
tadasana,good,2,2.mp4,174.365,170.87,126.585,118.06,126.585,118.06,173.485,174.834,160.012,166.431,128.266,131.536,145.282,141.543,43.181,52.738,81.749,102.472,140.239,166.198,129.946,160.012,166.431,179.916,140.239,155.797,90.01,92.035,126.585,118.06,160.012,166.431,179.88,156.931,153.248
tadasana,good,2,2.mp4,140.89,160.192,62.038,78.311,62.038,78.311,170.339,170.537,166.109,165.235,129.893,130.001,139.393,140.173,49.888,55.462,83.469,102.019,115.16,172.083,129.838,166.109,165.235,179.921,115.16,135.744,89.156,102.866,62.038,78.311,166.109,165.235,179.883,134.307,136.973
tadasana,good,2,2.mp4,151.578,159.582,74.319,97.694,74.319,97.694,169.271,170.083,163.922,159.641,139.083,129.47,140.342,142.227,48.532,51.749,82.302,107.934,128.169,177.544,134.708,163.922,159.641,179.934,128.169,149.068,66.958,122.976,74.319,97.694,163.922,159.641,179.89,137.666,158.468
tadasana,good,2,2.mp4,101.197,137.874,43.366,81.85,43.366,81.85,166.09,168.257,164.14,143.616,138.694,120.447,143.148,147.937,45.665,43.07,86.761,106.561,148.64,156.506,130.558,164.14,143.616,179.926,148.64,167.365,95.168,104.552,43.366,81.85,164.14,143.616,179.89,164.085,167.854
tadasana,good,2,2.mp4,92.6,132.954,41.688,82.559,41.688,82.559,169.223,169.828,160.874,142.629,136.357,120.93,151.767,153.287,36.007,35.671,84.676,106.841,152.09,153.783,129.399,160.874,142.629,179.929,152.09,167.831,96.578,105.716,41.688,82.559,160.874,142.629,179.893,164.813,167.998
tadasana,good,2,2.mp4,105.283,138.063,59.333,92.245,59.333,92.245,168.774,167.075,161.059,141.303,137.312,120.967,157.372,157.12,29.225,30.695,83.241,108.652,154.563,153.123,129.99,161.059,141.303,179.926,154.563,167.788,92.393,108.168,59.333,92.245,161.059,141.303,179.895,164.607,168.557
tadasana,good,2,2.mp4,86.294,135.282,31.269,82.86,31.269,82.86,173.136,176.293,168.829,152.421,136.64,125.89,153.623,153.602,32.648,34.527,80.627,108.143,146.181,163.499,131.667,168.829,152.421,179.926,146.181,159.191,104.028,112.449,31.269,82.86,168.829,152.421,179.895,154.662,162.014
tadasana,good,2,2.mp4,75.775,142.334,23.314,86.787,23.314,86.787,171.079,176.725,170.884,155.764,137.13,126.812,150.765,153.615,36.02,34.616,79.956,108.369,142.867,167.368,132.439,170.884,155.764,179.931,142.867,156.283,114.935,116.617,23.314,86.787,170.884,155.764,179.895,151.68,158.982
tadasana,good,2,2.mp4,71.915,130.614,23.579,70.794,23.579,70.794,168.552,174.396,170.123,157.365,137.693,126.959,147.595,152.705,40.354,35.738,79.71,107.58,142.092,167.377,132.777,170.123,157.365,179.929,142.092,157.125,118.42,110.938,23.579,70.794,170.123,157.365,179.897,155.036,156.991
tadasana,good,2,2.mp4,75.319,141.183,25.804,80.513,25.804,80.513,167.89,175.414,168.4,156.123,136.766,127.22,144.663,147.238,43.892,43.201,81.291,105.503,142.437,165.497,132.327,168.4,156.123,179.929,142.437,159.529,117.422,112.049,25.804,80.513,168.4,156.123,179.893,157.245,159.165
tadasana,good,2,2.mp4,77.271,143.353,26.528,83.6,26.528,83.6,168.099,174.531,168.718,154.811,137.402,127.973,147.461,148.881,39.917,41.691,82.134,104.166,143.858,164.49,133.006,168.718,154.811,179.926,143.858,160.318,115.299,110.677,26.528,83.6,168.718,154.811,179.892,158.137,159.759
tadasana,good,2,2.mp4,66.255,140.751,24.902,80.243,24.902,80.243,165.349,172.787,171.999,159.698,142.511,133.798,150.887,153.421,35.092,34.908,78.458,109.095,143.442,171.412,138.502,171.999,159.698,179.926,143.442,157.21,117.659,114.168,24.902,80.243,171.999,159.698,179.893,154.331,157.269
tadasana,good,2,2.mp4,69.904,140.898,25.693,84.496,25.693,84.496,166.378,173.451,171.226,163.403,144.748,137.69,151.852,156.294,34.842,32.39,74.535,110.423,145.855,172.903,141.459,171.226,163.403,179.926,145.855,158.54,116.827,114.666,25.693,84.496,171.226,163.403,179.892,155.83,158.876
tadasana,good,2,2.mp4,70.109,123.967,23.161,74.188,23.161,74.188,160.474,174.532,168.858,139.506,156.42,127.383,161.529,138.117,22.221,62.421,84.472,121.739,150.549,170.977,145.06,168.858,139.506,179.931,150.549,163.373,117.598,113.203,23.161,74.188,168.858,139.506,179.897,154.099,172.395
tadasana,good,2,20260218_152142.mp4,122.188,163.273,68.276,42.272,68.276,42.272,164.612,150.489,103.345,51.509,129.796,101.148,144.358,167.581,16.571,81.915,15.703,97.82,94.769,58.786,121.024,103.345,51.509,179.886,94.769,53.036,113.724,59.882,68.276,42.272,103.345,51.509,179.859,73.63,37.694
tadasana,good,2,20260218_152142.mp4,131.533,158.596,15.221,16.481,15.221,16.481,172.195,170.289,54.458,108.85,144.647,109.361,151.32,147.594,82.705,57.745,99.556,133.855,123.127,84.438,130.61,54.458,108.85,179.824,123.127,74.599,28.378,149.269,15.221,16.481,54.458,108.85,179.856,59.905,88.633
tadasana,good,2,20260218_152142.mp4,134.719,107.528,87.249,12.667,87.249,12.667,135.363,147.687,19.099,113.409,145.935,98.738,149.212,163.573,54.502,63.919,95.005,166.988,162.326,44.788,153.222,19.099,113.409,179.762,162.326,39.264,127.967,123.847,87.249,12.667,19.099,113.409,179.824,24.656,64.149
tadasana,good,2,20260218_152142.mp4,102.919,146.736,60.861,37.796,60.861,37.796,156.248,147.651,18.638,97.516,151.257,141.541,166.43,73.893,54.133,25.456,97.817,145.798,136.075,39.095,150.53,18.638,97.516,179.772,136.075,41.296,116.388,93.342,60.861,37.796,18.638,97.516,179.848,21.027,83.899
tadasana,good,2,20260218_152142.mp4,126.479,165.065,74.697,23.363,74.697,23.363,144.4,175.542,25.55,39.967,160.73,152.302,171.543,160.966,23.813,86.656,35.183,147.007,150.557,29.796,157.693,25.55,39.967,179.814,150.557,20.691,140.952,81.705,74.697,23.363,25.55,39.967,179.797,17.406,28.693
tadasana,good,2,20260218_153545.mp4,166.818,158.457,143.866,137.13,143.866,137.13,159.553,173.892,166.337,154.041,133.242,120.465,172.238,149.329,64.585,56.046,88.54,92.209,126.672,161.758,126.796,166.337,154.041,179.886,126.672,166.982,100.472,110.182,143.866,137.13,166.337,154.041,179.837,162.183,171.292
tadasana,good,2,20260218_153545.mp4,157.744,148.142,139.839,132.326,139.839,132.326,161.996,172.255,170.357,160.947,132.002,118.651,173.23,146.778,59.508,56.554,88.731,92.081,119.653,168.848,125.315,170.357,160.947,179.888,119.653,158.268,100.729,110.942,139.839,132.326,170.357,160.947,179.836,154.193,162.121
tadasana,good,2,20260218_153545.mp4,151.105,143.448,141.005,134.851,141.005,134.851,151.077,164.117,170.373,165.877,130.059,119.667,170.714,147.876,56.056,55.716,87.845,92.246,118.412,171.539,124.922,170.373,165.877,179.888,118.412,154.043,101.035,108.001,141.005,134.851,170.373,165.877,179.836,151.848,155.948
tadasana,good,2,20260218_153545.mp4,143.125,137.313,138.97,130.528,138.97,130.528,150.351,160.71,170.326,172.033,129.395,122.533,167.506,146.558,56.161,58.121,87.749,92.599,113.823,175.791,126.048,170.326,172.033,179.886,113.823,149.983,101.698,107.728,138.97,130.528,170.326,172.033,179.837,148.569,151.266
tadasana,good,2,20260218_153545.mp4,138.661,138.12,146.719,138.085,146.719,138.085,153.215,161.035,168.02,166.579,129.349,125.556,163.83,143.026,62.377,61.092,87.517,92.528,119.898,169.903,127.49,168.02,166.579,179.885,119.898,157.521,102.358,107.246,146.719,138.085,168.02,166.579,179.833,155.07,159.59
tadasana,good,2,20260218_153545.mp4,128.782,121.057,145.506,137.08,145.506,137.08,165.052,167.637,168.525,168.432,128.935,124.791,162.177,142.082,59.881,61.995,87.794,92.593,116.884,171.828,126.903,168.525,168.432,179.89,116.884,155.089,104.085,107.219,145.506,137.08,168.525,168.432,179.831,152.774,157.083
tadasana,good,2,20260218_153545.mp4,130.02,119.134,146.656,137.411,146.656,137.411,155.015,158.431,168.492,167.057,130.678,124.486,166.654,140.236,57.844,62.833,87.902,92.571,118.372,171.186,127.685,168.492,167.057,179.883,118.372,156.434,105.877,107.149,146.656,137.411,168.492,167.057,179.83,153.975,158.476
tadasana,good,2,20260218_153545.mp4,128.04,115.779,139.934,132.068,139.934,132.068,149.395,160.94,169.299,173.785,131.174,125.048,169.131,138.862,55.197,63.529,88.017,91.843,109.8,177.603,128.241,169.299,173.785,179.89,109.8,148.283,107.001,108.005,139.934,132.068,169.299,173.785,179.833,145.924,150.599
tadasana,good,2,20260218_153545.mp4,116.528,111.579,144.098,137.434,144.098,137.434,153.789,160.103,169.813,169.454,136.84,126.351,168.273,139.469,56.236,62.979,88.129,92.219,114.119,177.267,131.888,169.813,169.454,179.886,114.119,153.317,108.999,110.294,144.098,137.434,169.813,169.454,179.831,149.619,156.857
tadasana,good,2,20260218_153545.mp4,112.761,109.737,150.213,146.041,150.213,146.041,158.82,151.281,170.367,160.072,142.665,124.158,166.832,140.072,56.723,63.408,88.265,93.46,119.981,172.255,133.934,170.367,160.072,179.885,119.981,160.24,109.156,115.112,150.213,146.041,170.367,160.072,179.833,154.613,165.515
tadasana,good,2,20260218_153545.mp4,107.342,113.568,136.715,132.693,136.715,132.693,156.034,144.851,160.378,172.856,141.159,120.975,167.56,141.536,56.586,61.826,88.251,93.183,105.68,173.194,131.414,160.378,172.856,179.886,105.68,144.611,114.607,115.349,136.715,132.693,160.378,172.856,179.83,139.851,149.555
tadasana,good,2,20260218_153545.mp4,107.44,108.168,148.932,149.973,148.932,149.973,140.364,141.461,170.98,154.539,147.009,125.51,165.914,138.448,76.437,70.04,88.37,93.025,126.425,166.005,136.629,170.98,154.539,179.89,126.425,169.495,115.073,117.123,148.932,149.973,170.98,154.539,179.833,164.304,173.929
tadasana,good,2,20260218_153545.mp4,121.564,117.545,143.172,146.398,143.172,146.398,139.238,142.778,170.211,156.99,147.516,123.953,165.163,139.931,76.841,70.383,88.949,92.83,119.701,171.118,136.074,170.211,156.99,179.888,119.701,164.198,111.153,118.751,143.172,146.398,170.211,156.99,179.829,157.124,170.687
tadasana,good,2,20260218_153545.mp4,130.412,136.102,137.973,137.017,137.973,137.017,142.53,144.144,162.799,165.898,148.424,123.062,163.974,141.357,80.39,72.271,89.171,92.805,109.992,178.209,136.051,162.799,165.898,179.886,109.992,154.453,108.997,110.7,137.973,137.017,162.799,165.898,179.831,147.692,161.086
tadasana,good,2,20260218_153545.mp4,150.519,147.287,147.22,145.511,147.22,145.511,138.171,146.319,172.056,157.988,143.124,123.447,166.321,141.972,79.153,73.723,88.973,91.941,121.948,169.43,133.413,172.056,157.988,179.885,121.948,164.481,99.45,105.373,147.22,145.511,172.056,157.988,179.83,158.536,170.107
tadasana,good,2,20260218_153545.mp4,161.524,156.48,145.951,139.616,145.951,139.616,136.401,145.409,171.739,162.884,138.007,124.059,171.978,143.71,66.481,68.564,88.91,91.305,114.433,173.715,130.977,171.739,162.884,179.881,114.433,158.257,95.022,100.003,145.951,139.616,171.739,162.884,179.832,151.286,165.751
tadasana,good,2,20260218_153545.mp4,158.925,150.601,157.166,148.814,157.166,148.814,134.967,147.98,165.664,150.655,137.345,123.268,171.498,143.594,66.887,67.739,88.849,91.22,129.863,158.97,130.296,165.664,150.655,179.881,129.863,172.456,96.757,99.808,157.166,148.814,165.664,150.655,179.834,167.758,177.256
tadasana,good,2,20260218_153545.mp4,158.3,148.372,156.209,147.677,156.209,147.677,135.514,148.158,168.116,153.954,135.854,122.181,171.568,145.017,63.343,65.017,89.072,91.037,125.516,162.1,129.051,168.116,153.954,179.878,125.516,168.238,96.641,101.702,156.209,147.677,168.116,153.954,179.831,163.92,172.682
tadasana,good,2,20260218_153545.mp4,156.106,146.656,157.836,151.264,157.836,151.264,136.852,146.864,164.831,154.991,133.849,126.062,171.774,144.69,59.374,63.944,88.232,90.841,130.194,160.628,129.954,164.831,154.991,179.881,130.194,169.77,95.938,102.099,157.836,151.264,164.831,154.991,179.831,166.172,173.332
tadasana,good,2,20260218_153545.mp4,155.72,147.085,161.462,153.39,161.462,153.39,141.653,151.068,165.013,153.828,135.887,124.983,172.448,146.946,61.896,62.854,89.207,90.973,128.072,160.337,130.653,165.013,153.828,179.883,128.072,170.54,97.293,102.415,161.462,153.39,165.013,153.828,179.833,167.601,173.201
tadasana,good,2,20260218_153545.mp4,156.246,145.833,161.15,152.438,161.15,152.438,143.383,156.22,164.949,155.364,134.936,125.298,165.709,146.179,62.745,65.212,89.21,92.176,128.55,161.443,130.419,164.949,155.364,179.883,128.55,169.271,96.183,102.81,161.15,152.438,164.949,155.364,179.834,166.408,171.795
tadasana,good,2,20260218_153545.mp4,157.761,147.583,155.358,148.373,155.358,148.373,146.097,157.827,166.306,159.456,135.101,126.85,161.0,147.454,68.546,65.889,89.553,93.884,124.126,165.255,131.511,166.306,159.456,179.886,124.126,166.171,93.461,104.537,155.358,148.373,166.306,159.456,179.837,163.399,168.437
tadasana,good,2,20260218_153545.mp4,158.927,143.304,161.412,151.894,161.412,151.894,143.235,161.278,162.482,157.412,137.623,130.586,140.767,144.707,75.055,67.148,90.236,95.189,129.876,162.067,134.919,162.482,157.412,179.888,129.876,171.67,93.302,104.289,161.412,151.894,162.482,157.412,179.84,169.992,172.11
tadasana,good,2,20260218_153545.mp4,160.013,141.29,150.092,146.271,150.092,146.271,145.48,160.349,172.348,164.634,134.654,130.212,144.573,144.557,61.648,65.186,91.407,92.138,122.744,170.944,132.93,172.348,164.634,179.893,122.744,160.632,90.652,107.265,150.092,146.271,172.348,164.634,179.851,158.222,162.815
